"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"l***8","PLUS会员","star5","实效挺快 媳妇儿用起说有面儿","2017-11-11 23:40","1","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:52.8583553"
"顶***念","PLUS会员","star5","手机非常好，非常满意，下次介绍朋友来买","2017-11-06 11:52","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:52.9734307"
"系***董","京享值12517","star5","其实大家关注的就是不是原装。签收时就打开了，绝对原装，苹果各种设计就是担心被调包，盒子外的膜如果撕开就回不去，绝对OK的，里面耳机、线啥的就不用说啦，原装。至于手机好不好，就不用我说了。价格虽然贵了点，但还是好值的，不用拼死拼活去抢啊预约啊。谢谢卖家，不错。就是赠品质量哈哈哈哈哈哈红红火火恍恍惚惚。","2017-11-09 10:55","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:53.0855053"
"j***w","京享值11015","star5","很棒，速度到货，iphone x国行正品，全面屏真心赞","2017-11-11 16:18","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:53.2005813"
"j***e","京享值41608","star5","买的时候确实不放心，收到了还是不错，唯一就是没有发票","2017-11-20 14:08","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:53.3296673"
"c***德","京享值10230","star5","手机挺好用，喜欢","2017-11-09 18:15","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.0354694"
"狐***白","京享值13735","star5","好。。。。。。。","2017-11-09 03:40","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.1575514"
"j***场","京享值21373","star5","手机目前用着没得问题，但是没有发票啊( ´▽｀)","2017-11-09 11:10","0","2",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.2536154"
"1***6","京享值21014","star5","特别好的一次购买","2017-11-05 13:44","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.3496793"
"丁***8","京享值10577","star5","好东西就是不一样","2017-11-05 11:29","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.4527480"
"l***8","PLUS会员","star5","实效挺快 媳妇儿用起说有面儿","2017-11-11 23:40","1","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.5658233"
"顶***念","PLUS会员","star5","手机非常好，非常满意，下次介绍朋友来买","2017-11-06 11:52","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.6728940"
"系***董","京享值12517","star5","其实大家关注的就是不是原装。签收时就打开了，绝对原装，苹果各种设计就是担心被调包，盒子外的膜如果撕开就回不去，绝对OK的，里面耳机、线啥的就不用说啦，原装。至于手机好不好，就不用我说了。价格虽然贵了点，但还是好值的，不用拼死拼活去抢啊预约啊。谢谢卖家，不错。就是赠品质量哈哈哈哈哈哈红红火火恍恍惚惚。","2017-11-09 10:55","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.7829686"
"j***w","京享值11015","star5","很棒，速度到货，iphone x国行正品，全面屏真心赞","2017-11-11 16:18","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:56.9130546"
"j***e","京享值41608","star5","买的时候确实不放心，收到了还是不错，唯一就是没有发票","2017-11-20 14:08","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:57.0351359"
"c***德","京享值10230","star5","手机挺好用，喜欢","2017-11-09 18:15","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:59.6999120"
"狐***白","京享值13735","star5","好。。。。。。。","2017-11-09 03:40","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:59.8049807"
"j***场","京享值21373","star5","手机目前用着没得问题，但是没有发票啊( ´▽｀)","2017-11-09 11:10","0","2",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:01:59.9040466"
"1***6","京享值21014","star5","特别好的一次购买","2017-11-05 13:44","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:00.0021126"
"丁***8","京享值10577","star5","好东西就是不一样","2017-11-05 11:29","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:00.1101833"
"l***8","PLUS会员","star5","实效挺快 媳妇儿用起说有面儿","2017-11-11 23:40","1","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:00.2292639"
"顶***念","PLUS会员","star5","手机非常好，非常满意，下次介绍朋友来买","2017-11-06 11:52","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:00.3573486"
"系***董","京享值12517","star5","其实大家关注的就是不是原装。签收时就打开了，绝对原装，苹果各种设计就是担心被调包，盒子外的膜如果撕开就回不去，绝对OK的，里面耳机、线啥的就不用说啦，原装。至于手机好不好，就不用我说了。价格虽然贵了点，但还是好值的，不用拼死拼活去抢啊预约啊。谢谢卖家，不错。就是赠品质量哈哈哈哈哈哈红红火火恍恍惚惚。","2017-11-09 10:55","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:00.4944405"
"j***w","京享值11015","star5","很棒，速度到货，iphone x国行正品，全面屏真心赞","2017-11-11 16:18","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:00.6295298"
"j***e","京享值41608","star5","买的时候确实不放心，收到了还是不错，唯一就是没有发票","2017-11-20 14:08","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:01.0097837"
"c***德","京享值10230","star5","手机挺好用，喜欢","2017-11-09 18:15","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.2712887"
"狐***白","京享值13735","star5","好。。。。。。。","2017-11-09 03:40","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.3703559"
"j***场","京享值21373","star5","手机目前用着没得问题，但是没有发票啊( ´▽｀)","2017-11-09 11:10","0","2",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.4834306"
"1***6","京享值21014","star5","特别好的一次购买","2017-11-05 13:44","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.5824972"
"丁***8","京享值10577","star5","好东西就是不一样","2017-11-05 11:29","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.6795606"
"l***8","PLUS会员","star5","实效挺快 媳妇儿用起说有面儿","2017-11-11 23:40","1","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.7796285"
"顶***念","PLUS会员","star5","手机非常好，非常满意，下次介绍朋友来买","2017-11-06 11:52","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:03.8846972"
"系***董","京享值12517","star5","其实大家关注的就是不是原装。签收时就打开了，绝对原装，苹果各种设计就是担心被调包，盒子外的膜如果撕开就回不去，绝对OK的，里面耳机、线啥的就不用说啦，原装。至于手机好不好，就不用我说了。价格虽然贵了点，但还是好值的，不用拼死拼活去抢啊预约啊。谢谢卖家，不错。就是赠品质量哈哈哈哈哈哈红红火火恍恍惚惚。","2017-11-09 10:55","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:04.0047772"
"j***w","京享值11015","star5","很棒，速度到货，iphone x国行正品，全面屏真心赞","2017-11-11 16:18","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:04.5991750"
"j***e","京享值41608","star5","买的时候确实不放心，收到了还是不错，唯一就是没有发票","2017-11-20 14:08","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:04.7172530"
"c***德","京享值10230","star5","手机挺好用，喜欢","2017-11-09 18:15","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:06.9817606"
"狐***白","京享值13735","star5","好。。。。。。。","2017-11-09 03:40","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.0848286"
"j***场","京享值21373","star5","手机目前用着没得问题，但是没有发票啊( ´▽｀)","2017-11-09 11:10","0","2",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.1788919"
"1***6","京享值21014","star5","特别好的一次购买","2017-11-05 13:44","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.2759565"
"丁***8","京享值10577","star5","好东西就是不一样","2017-11-05 11:29","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.3830285"
"l***8","PLUS会员","star5","实效挺快 媳妇儿用起说有面儿","2017-11-11 23:40","1","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.4860971"
"顶***念","PLUS会员","star5","手机非常好，非常满意，下次介绍朋友来买","2017-11-06 11:52","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.6001725"
"系***董","京享值12517","star5","其实大家关注的就是不是原装。签收时就打开了，绝对原装，苹果各种设计就是担心被调包，盒子外的膜如果撕开就回不去，绝对OK的，里面耳机、线啥的就不用说啦，原装。至于手机好不好，就不用我说了。价格虽然贵了点，但还是好值的，不用拼死拼活去抢啊预约啊。谢谢卖家，不错。就是赠品质量哈哈哈哈哈哈红红火火恍恍惚惚。","2017-11-09 10:55","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.7122471"
"j***w","京享值11015","star5","很棒，速度到货，iphone x国行正品，全面屏真心赞","2017-11-11 16:18","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.8283238"
"j***e","京享值41608","star5","买的时候确实不放心，收到了还是不错，唯一就是没有发票","2017-11-20 14:08","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:07.9614124"
"c***德","京享值10230","star5","手机挺好用，喜欢","2017-11-09 18:15","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:10.5821598"
"狐***白","京享值13735","star5","好。。。。。。。","2017-11-09 03:40","0","1",,,"https://item.jd.com/16580907535.html#askAnswer","Apple 苹果 iPhone X 全面屏手机 银色 全网通 64GB【图片 价格 品牌 报价】-京东","2017-11-22 10:02:10.6872279"
